,id,name,host_id,City,host_name,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,Construction year,cancellation_policy,country,instant_bookable,price,review rate number,room type,service_fee
18954,583420042642063702,Harlem Elegance,449756091,New York,Beautiful Harlem,1,14,09-07-2022,1,20,2017.0,strict,United States,True,1101.0,4.0,Private room,220.0
18955,583454658107890434,Spacious & Serene Bedstuy Duplex,35520775,New York,Katia,2,35,09-01-2022,1,187,2016.0,strict,United States,True,722.0,4.0,Private room,144.0
18956,585485337933656429,Welcome to the Rockaways,64504098,New York,W,2,25,09-05-2022,1,152,2003.0,strict,United States,False,231.0,4.0,Entire home/apt,46.0
18957,583490737477943525,**Private Cozy Suite 15 mins from Manhattan**,100939823,New York,Asen,3,6,06-12-2022,1,0,2020.0,moderate,United States,False,1141.0,2.0,Entire home/apt,228.0
18958,581890302134668347,Lovely 1-bedroom condo in NY,449410335,New York,Robert,1,5,09-05-2022,1,242,2013.0,strict,United States,True,285.0,3.0,Private room,57.0
18959,581957116197906248,Homey 2 Bedroom Apt by Times Square & Central Park,270074042,New York,Kirk,5,12,08-22-2022,1,208,2004.0,moderate,United States,True,1110.0,5.0,Private room,222.0
18960,585535105125985845,2BR NEAR TIMES SQUARE | FREE UBER IF BOOKED TODAY,450095749,New York,Syed,3,21,08-29-2022,1,303,2010.0,strict,United States,False,527.0,5.0,Entire home/apt,105.0
18961,585636002914298449,APARTMENT RETREAT!! Close to JFK & LGA AIRPORT,373012338,New York,Stefany,4,9,08-29-2022,4,166,2005.0,moderate,United States,False,850.0,4.0,Private room,170.0
18962,583917967374461649,SPACIOUS 3 BEDROOM (UES),208699273,New York,Scotty,2,16,08-16-2022,1,323,2015.0,moderate,United States,False,543.0,3.0,Private room,109.0
18963,585784002049838467,LOVELY 3 BEDROOM APARTMENT BROOKLYN NY HEAVILY,450244379,New York,Marlon,1,12,08-29-2022,1,356,2016.0,flexible,United States,True,1137.0,4.0,Private room,227.0
18964,581988622749132202,"Crash Pad under 8 mins away from JFK, LIRR & Mall",449129729,New York,Dullette,1,9,08-21-2022,1,167,2003.0,flexible,United States,True,730.0,2.0,Entire home/apt,146.0
18965,585807709287628698,POP-O-COLOR Brooklyn 1-bedroom rental unit,291811347,New York,Lature,2,15,09-04-2022,1,12,2019.0,flexible,United States,True,913.0,3.0,Entire home/apt,183.0
18966,583960338786432707,beautiful Apartment 3min from Resorts World Casino,406639403,New York,Homero,1,51,09-04-2022,1,343,2013.0,moderate,United States,False,990.0,3.0,Entire home/apt,198.0
18967,586025293707424329,Beautiful 3-bedroom townhouse with backyard,283636,New York,Nathan & Ximena,6,2,08-28-2022,1,138,2019.0,flexible,United States,True,354.0,4.0,Entire home/apt,71.0
18968,582035740622571978,Semi-Private space in Roosevelt Island,9226879,New York,Christina,3,4,06-21-2022,1,78,2022.0,moderate,United States,False,1167.0,5.0,Entire home/apt,233.0
18969,586077120897087465,Spacious and cozy apartment close to Manhattan,446701396,New York,David,2,4,05-30-2022,2,133,2018.0,moderate,United States,False,153.0,3.0,Entire home/apt,31.0
18970,582062509437916167,Bright and Welcoming 2 Bedroom apt in Brooklyn,449449822,New York,Bridgette,7,2,07-28-2022,1,102,2010.0,flexible,United States,True,1073.0,2.0,Entire home/apt,215.0
18971,583960390959486878,Bohemian Williamsburg Escape,24334555,New York,Patrick,2,14,07-24-2022,1,128,2021.0,moderate,United States,False,224.0,1.0,Entire home/apt,45.0
18972,586134404471254679,Rare Gem: 2bed w/ Outdoor Space-Heart of Bushwick,172408277,New York,Kat,2,6,08-14-2022,1,102,2004.0,strict,United States,True,1051.0,2.0,Private room,210.0
18973,583967345632331871,Affordable & Cozy 1BR APT in lower east harlem,162427870,New York,Anna,1,24,09-04-2022,2,122,2020.0,moderate,United States,True,896.0,4.0,Entire home/apt,179.0
18974,582137289665171294,"Your own comfy, quiet, sunny NYC apt - sleeps 4",399054321,New York,Jennifer,2,11,08-29-2022,1,175,2015.0,strict,United States,False,467.0,4.0,Private room,93.0
18975,587685396835692238,"Lovely 1 Bed apt with Patio
No party .",72574297,New York,Thais Navarro Leite,3,10,09-03-2022,1,89,2012.0,flexible,United States,True,1105.0,2.0,Entire home/apt,221.0
18976,587726180885977223,"Prime Williamsburg, 2-bedrooms with private patio",104037136,New York,Julie,30,1,08-09-2022,2,305,2017.0,flexible,United States,False,355.0,4.0,Private room,71.0
18977,586156154942109749,Beautiful 3-bedroom home close to UBS arena,450204989,New York,William,2,16,08-24-2022,1,358,2007.0,strict,United States,True,1164.0,4.0,Private room,233.0
18978,583980771921347235,Cosy apartment in New York's Theater District.,449868905,New York,Capri,30,1,06-15-2022,2,296,2003.0,moderate,United States,True,420.0,5.0,Entire home/apt,84.0
18979,586156542497481722,"Bright room with AC on Jefferson St, Bushwick",35834269,New York,Gamze,2,8,08-27-2022,1,49,2015.0,flexible,United States,False,711.0,3.0,Private room,142.0
18980,587831449382841761,Newly renovated modern apartment in vibrant Harlem,5142507,New York,Valerie,4,1,04-23-2022,1,237,2015.0,moderate,United States,False,1114.0,4.0,Entire home/apt,223.0
18981,587872853396534745,Cozy Boho Inspired Studio in Brooklyn,351006187,New York,Shenaide,2,23,09-05-2022,1,307,2014.0,flexible,United States,True,176.0,5.0,Entire home/apt,35.0
18982,587903909892258575,"Modern studio with in-unit laundry, gym, elevator",31473824,New York,Daniel,30,3,08-12-2022,1,125,2022.0,strict,United States,True,808.0,3.0,Entire home/apt,162.0
18983,586196333413719172,Lovely 1 master room 1/2 bathroom & outside view,407838784,New York,Silvia,2,1,05-31-2022,3,83,2019.0,moderate,United States,False,430.0,4.0,Private room,86.0
18984,588216955294396068,420 SPA WITH RELAXING PERKS,450754682,New York,Edwin,2,18,09-05-2022,1,357,2007.0,moderate,United States,True,537.0,3.0,Private room,107.0
18985,586213047311870975,Quiet Brownstone with Outdoor Space,21529335,New York,Mozart,14,1,07-16-2022,1,3,2012.0,moderate,United States,True,712.0,2.0,Shared room,142.0
18986,584100149741768240,sue casa: inspiring work space + cozy 1BR/2 beds,7005540,New York,Susan,1,7,08-08-2022,1,164,2009.0,flexible,United States,True,1085.0,2.0,Entire home/apt,217.0
18987,586219733822464762,"NoMad, Manhattan | Elegant 1-Bedroom Apartment",29113977,New York,Dana,30,1,08-12-2022,1,65,2009.0,flexible,United States,True,929.0,2.0,Entire home/apt,186.0
18988,588266948359540153,"Lovely 2 bedroom apartment, Near Siuh/Rumc/ TN",285283438,New York,Rita,30,2,08-13-2022,3,281,2003.0,flexible,United States,False,793.0,3.0,Shared room,159.0
18989,586244870263367585,"**BEST LOCATION IN QUEENS"" Everything is near by",23971401,New York,Miao,3,11,08-17-2022,1,351,2018.0,moderate,United States,False,360.0,1.0,Private room,72.0
18990,586495175882984166,New & beautiful Apartment (全新漂亮的公寓),16838156,New York,Mark,30,1,05-18-2022,1,30,2007.0,moderate,United States,False,547.0,5.0,Entire home/apt,109.0
18991,588273937819990870,"Cozy, comfortable 1 Bedroom  13 mins from JFK",450769596,New York,Rodney,3,24,08-19-2022,1,154,2022.0,strict,United States,True,309.0,3.0,Entire home/apt,62.0
18992,586513926882040687,浪漫风格整套房2房一厅2卫,107183778,New York,Coco,1,3,05-14-2022,4,190,2013.0,moderate,United States,False,1089.0,1.0,Private room,218.0
18993,588282895511481696,Bright Compact Room With Full Sized Bed,52127678,New York,Hasibur,7,14,07-30-2022,1,0,2013.0,flexible,United States,True,958.0,5.0,Entire home/apt,192.0
18994,584106153087423766,Brooklyn Retreat-Ideal Getaway/Movie or Game Night,146507610,New York,Brianna,2,16,08-14-2022,1,252,2013.0,strict,United States,False,833.0,2.0,Private room,167.0
18995,584110672069834078,Modern bedroom (autumn),448142693,New York,Kang,1,32,08-15-2022,1,307,2003.0,moderate,United States,True,809.0,5.0,Entire home/apt,162.0
18996,584116606352860352,Cozy Bedroom in Astoria. Sharing apartment,153160229,New York,Hans,3,17,08-31-2022,1,47,2010.0,moderate,United States,False,355.0,2.0,Entire home/apt,71.0
18997,586893915623373605,Lovely 2-bedroom 2 bathroom condo,35957140,New York,Oz,2,18,08-28-2022,1,62,2009.0,moderate,United States,False,1178.0,5.0,Private room,236.0
18998,586970974625181747,Entire bsmt apt(private)Queen&Full bed near Trains,450489635,New York,Minhazul,3,12,08-20-2022,1,50,2016.0,moderate,United States,False,951.0,2.0,Private room,190.0
18999,588288327470809159,DREAMY PENTHOUSE IN DUMBO W/ OUTDOOR SHOWER,192193559,New York,Raíza,3,2,08-10-2022,1,295,2004.0,moderate,United States,True,748.0,2.0,Entire home/apt,150.0
19000,588321919860843175,Rockaway Beach Getaway,432628336,New York,Dominika,2,11,08-29-2022,1,350,2017.0,strict,United States,True,378.0,2.0,Entire home/apt,76.0
19001,586987891324165376,Sunny large 1 bedroom apartment in Brooklyn,145200005,New York,Elizabeth,3,6,08-09-2022,1,248,2011.0,flexible,United States,False,260.0,3.0,Entire home/apt,52.0
19002,588392587036466103,Sunny and fresh 1 Bed apartment with Backyard!,450802789,New York,Aaron,2,22,08-31-2022,2,157,2013.0,flexible,United States,False,691.0,1.0,Private room,138.0
19003,587034845529468111,Huge bedroom & luxury bath in Jackson Heights,2109258,New York,Jake,2,15,09-04-2022,1,342,2007.0,flexible,United States,False,938.0,4.0,Private room,188.0
19004,588433935054614821,Room 3 Scenic Place with water view & ferry to NYC,450814519,New York,Nomam,2,1,05-02-2022,3,341,2005.0,strict,United States,True,862.0,1.0,Entire home/apt,172.0
19005,588444785823506042,ONLY July 1-23 - 4br Townhouse w/ PARKING! WD! AC!,4900726,New York,Emily,18,1,07-22-2022,1,0,2013.0,strict,United States,False,598.0,1.0,Entire home/apt,120.0
19006,588549105392548721,Modern Private Bedroom with Bathroom in NYC,373304670,New York,Nick,3,2,05-26-2022,1,202,2011.0,flexible,United States,False,762.0,5.0,Private room,152.0
19007,587055482722811042,A Sunset Park XL Flat,450477387,New York,Albert,3,18,08-31-2022,2,336,2014.0,flexible,United States,False,270.0,1.0,Entire home/apt,54.0
19008,584183482083983017,One Bed in Two Bridges - Authentic NYC Experience,21016896,New York,Ava,3,3,06-04-2022,1,0,2013.0,moderate,United States,False,601.0,3.0,Entire home/apt,120.0
19009,584196107650643039,Relaxing Lower Level Apt /w private entrance,208707377,New York,Marshall’s Property,2,13,09-04-2022,1,84,2003.0,moderate,United States,True,221.0,1.0,Entire home/apt,44.0
19010,587138021348404311,Tri plex Townhouse,2948325,New York,Ray,1,8,09-05-2022,1,286,2018.0,flexible,United States,True,505.0,5.0,Entire home/apt,101.0
19011,587555596372923561,The Goddess Tree House.,187311340,New York,Brook,5,6,07-25-2022,2,122,2019.0,strict,United States,True,97.0,1.0,Entire home/apt,19.0
19012,584255982480543722,TheCrystalLight,180045980,New York,Kay,1,31,09-05-2022,1,339,2010.0,moderate,United States,True,226.0,2.0,Entire home/apt,45.0
19013,588550970022904542,"Entire Rental Unit + Patio
Bedford-Stuy/Bushwick",327215025,New York,Anna,1,24,08-30-2022,1,165,2016.0,moderate,United States,False,650.0,2.0,Entire home/apt,130.0
19014,587590716608735443,Lovely East Williamsburg Apartment,56227082,New York,Stephanie,2,3,08-21-2022,1,113,2015.0,flexible,United States,False,421.0,4.0,Entire home/apt,84.0
19015,588554109311478826,Sun-drenched/Moonlit Artist 1 bedroom,304172695,New York,De La Luna,2,9,08-20-2022,1,351,2008.0,flexible,United States,False,317.0,3.0,Entire home/apt,63.0
19016,588625092133679221,Beautiful and Affordable! Private Room w/ Bath,226230372,New York,Jean,2,4,08-22-2022,2,0,2016.0,moderate,United States,False,416.0,1.0,Private room,83.0
19017,588748105671065001,"1 bedroom NYC apartment, steps from Times Square",33128396,New York,Axel,2,22,07-29-2022,1,0,2012.0,flexible,United States,False,197.0,3.0,Entire home/apt,39.0
19018,590493898611831944,Sunny Artist Penthouse large room in Brooklyn.,356788969,New York,Chloe,1,14,07-27-2022,1,45,2004.0,flexible,United States,True,960.0,5.0,Private room,192.0
19019,590551081727585539,HUGE *new* 2 story condo with private backyard,13162562,New York,Azora,4,3,09-04-2022,1,19,2008.0,flexible,United States,False,272.0,5.0,Entire home/apt,54.0
19020,590629939428692226,Quiet & peaceful private room,52999390,New York,Avery,3,8,08-15-2022,1,67,2013.0,strict,United States,False,131.0,4.0,Entire home/apt,26.0
19021,587659571869719096,UBS area two bedroom rental!  BELLEROSE,450642351,New York,H Susan,2,16,09-04-2022,1,79,2022.0,flexible,United States,False,579.0,5.0,Private room,116.0
19022,591142798993832418,Bright & Cozy bedroom in the East Village,445219407,New York,Micheal,6,8,07-30-2022,1,296,2015.0,flexible,United States,False,807.0,4.0,Entire home/apt,161.0
19023,588903645156580564,Fully Furnished 1 Bedroom In Heart Of Brooklyn,450900295,New York,Shamar,2,1,04-17-2022,1,0,2020.0,strict,United States,False,221.0,1.0,Entire home/apt,44.0
19024,588997053218178660,Beautiful Boho Loft in Bushwick,73447493,New York,Alana,2,13,09-05-2022,1,27,2007.0,moderate,United States,True,629.0,2.0,Private room,126.0
19025,587660159360451465,Lovely 1 bedroom rent unit in Manhattan-NY.,402317081,New York,Tharciany,2,13,09-03-2022,1,39,2016.0,strict,United States,False,593.0,3.0,Private room,119.0
19026,589037312864417098,Large Luxury 2 Bedroom Apartment,355039509,New York,Taher,7,6,06-05-2022,1,140,2012.0,strict,United States,False,1022.0,3.0,Entire home/apt,204.0
19027,591210724344251633,Gorgeous 2 BR / 2 BA with Manhattan views,29387731,New York,Valerie,3,1,06-29-2022,1,0,2020.0,moderate,United States,False,366.0,4.0,Entire home/apt,73.0
19028,593569712414013537,Artist Pre-War - 2 Bedroom w/Million Dollar View!!,443186968,New York,Olivia,30,2,07-31-2022,1,357,2004.0,flexible,United States,True,312.0,3.0,Entire home/apt,62.0
19029,593594099575379650,First Floor of Brooklyn Brownstone,59712024,New York,Oren,2,10,06-06-2022,1,95,2015.0,strict,United States,False,1050.0,4.0,Entire home/apt,210.0
19030,591317872598386976,Comfortable Private Room With HUGE Yard,451383898,New York,Wilson,2,16,08-26-2022,1,308,2005.0,flexible,United States,False,1112.0,1.0,Private room,222.0
19031,589153518437003075,Lovely and Cozy PRlVATE room,225986166,New York,K,3,14,08-30-2022,1,32,2019.0,flexible,United States,False,484.0,2.0,Entire home/apt,97.0
19032,589197973220202667,Spacious 2 bedroom unit/free parking on property,450977842,New York,Rosetta,1,17,08-29-2022,1,354,2017.0,strict,United States,False,61.0,3.0,Private room,12.0
19033,593610772502426199,"Lovely 1-Bedroom Unit in Greenpoint, Brooklyn",451866608,New York,Aj,30,3,08-25-2022,2,297,2016.0,flexible,United States,False,1071.0,1.0,Private room,214.0
19034,589288988286732639,Unique house in Washington Heights :),61028242,New York,Melissa,2,8,08-15-2022,1,217,2018.0,flexible,United States,False,909.0,1.0,Entire home/apt,182.0
19035,591322358832287390,2-Story Artist Townhouse in Park Slope,8031366,New York,Karen,21,1,07-31-2022,1,137,2018.0,moderate,United States,True,377.0,1.0,Entire home/apt,75.0
19036,591355820762023384,Private Room with Fireplace & Outdoor Dining Space,364952392,New York,Jason,1,10,08-21-2022,1,167,2005.0,flexible,United States,True,102.0,4.0,Entire home/apt,20.0
19037,593628573423529888,Woodhaven NY/ lovely 1 bedroom for 1-2 guests,240907115,New York,Joel,3,15,08-30-2022,3,335,2011.0,moderate,United States,True,1145.0,5.0,Private room,229.0
19038,591427135680545574,Lovely cozy 3 bedroom near Restaurants & Shopping!,428686533,New York,Dream,1,38,08-26-2022,1,141,2021.0,flexible,United States,True,360.0,5.0,Private room,72.0
19039,593673983667439558,The Classic Soho Loft,23219783,New York,Rob,2,1,05-30-2022,2,0,2011.0,flexible,United States,True,459.0,1.0,Private room,92.0
19040,591460202686614948,Spacious Lovely Home New Construction,451410902,New York,Thomas,2,22,09-05-2022,3,339,2005.0,flexible,United States,False,960.0,2.0,Private room,192.0
19041,589299377848044636,Your Bushwick Oasis Awaits,2617836,New York,Maryka,1,7,04-24-2022,1,168,2018.0,flexible,United States,False,755.0,1.0,Entire home/apt,151.0
19042,593957253876962891,Private room B•Brooklyn•8ave•affordable stay,82363341,New York,Aidan,1,26,08-24-2022,3,300,2018.0,moderate,United States,True,1154.0,5.0,Private room,231.0
19043,593999597558147807,Cityscape,57059,New York,Lewis,7,2,08-14-2022,1,110,2019.0,moderate,United States,False,788.0,1.0,Private room,158.0
19044,594041771481964878,"Brooklyn Factory Loft
1200 sqft
Steps away from Industry City",245684727,New York,Ezra,10,4,08-31-2022,1,333,2007.0,flexible,United States,False,807.0,1.0,Entire home/apt,161.0
19045,594080820765190020,Lovely Queen bedroom rental unit with backyard,398724624,New York,Destini,1,3,05-06-2022,1,0,2003.0,strict,United States,True,898.0,5.0,Private room,180.0
19046,589580674512200324,Charmingly Cozy 1-Bedroom Apt by Central Park,45286894,New York,Isiah,30,2,08-01-2022,1,260,2007.0,moderate,United States,True,245.0,5.0,Private room,49.0
19047,594086446298719435,"Lovely ❤️-room Williamsburg , NY",430979376,New York,Evelyn,1,10,07-04-2022,2,133,2014.0,flexible,United States,True,147.0,1.0,Private room,29.0
19048,589684188732933752,2Bdr in STATEN ISLAND near verrazzano bridge!!,417523343,New York,Clarissa,1,20,08-28-2022,1,0,2020.0,flexible,United States,False,191.0,2.0,Entire home/apt,38.0
19049,589735024458525794,Dorothy’s hidden palace,144829155,New York,Dorothy,1,27,08-28-2022,1,327,2017.0,flexible,United States,False,920.0,4.0,Entire home/apt,184.0
19050,589857043016769966,The Disco Den - Colorful Brooklyn 1 Bed,25277762,New York,Blake,6,1,07-24-2022,1,84,2019.0,strict,United States,True,58.0,1.0,Entire home/apt,12.0
19051,589867261336973745,Modern 1 bed 1 bath apartment on Central Park West,143708082,New York,Samantha,1,5,09-05-2022,1,11,2022.0,flexible,United States,False,542.0,4.0,Entire home/apt,108.0
19052,589892242131929891,"Forest Hills Gardens: A Secret Little Eden,  NYC",11136538,New York,S,30,1,07-31-2022,1,61,2006.0,moderate,United States,True,1174.0,2.0,Private room,235.0
19053,591485868352836863,Stylish & inviting 2BR-JFK/UBS/ Casino/LIRR/Subway,80690001,New York,Kurt,2,18,09-06-2022,1,122,2019.0,moderate,United States,False,515.0,4.0,Entire home/apt,103.0
19054,591632776960108670,Large pvt room w/ pvt bathroom for rent,115307231,New York,Miguel,1,1,04-03-2022,1,252,2016.0,moderate,United States,True,607.0,3.0,Private room,121.0
19055,594108734920583369,SUPER DOOPER COOPER,450955146,New York,Pau,1,41,09-05-2022,3,80,2014.0,strict,United States,False,220.0,5.0,Entire home/apt,44.0
19056,594159308931470808,Bright Spacious room w/ city view. Mins to Time Sq,322460407,New York,Suphichaya,5,7,08-20-2022,1,261,2004.0,strict,United States,True,742.0,5.0,Entire home/apt,148.0
19057,594159888799949315,Lovely one bedroom minute walk from prospect park,164306429,New York,Mauricio,4,6,08-26-2022,1,199,2021.0,moderate,United States,True,823.0,5.0,Private room,165.0
19058,594168710234003387,Luxury and Lavish Studio Apartment In Throggs Neck,451983217,New York,John,1,11,08-22-2022,1,40,2008.0,strict,United States,False,1089.0,3.0,Entire home/apt,218.0
19059,591807438082548675,A second home for your travel.,451463218,New York,Ernest,3,17,09-05-2022,1,127,2007.0,flexible,United States,True,963.0,5.0,Private room,193.0
19060,591883582403156068,Stylish studio in a high-rise Downtown Brooklyn,409756330,New York,Sasha,2,3,08-17-2022,1,249,2020.0,strict,United States,False,937.0,5.0,Private room,187.0
19061,589980660517454096,Lovely Townhouse 4BR 2 Bath Sleeps 12,451139092,New York,Joshua,4,9,08-21-2022,1,309,2013.0,strict,United States,False,467.0,4.0,Private room,93.0
19062,590128186036306232,Habitación para una persona.,204780303,New York,Joan,2,8,08-28-2022,2,312,2006.0,strict,United States,True,815.0,3.0,Private room,163.0
19063,590157685038987810,Spacious 1 bedroom in private house,451169544,New York,Viviana,30,2,08-14-2022,2,320,2006.0,moderate,United States,True,521.0,4.0,Entire home/apt,104.0
19064,591946759156933537,Tranquil 2 Bedroom Brooklyn Oasis,451500842,New York,Melanie,1,23,08-23-2022,1,0,2003.0,strict,United States,False,741.0,5.0,Private room,148.0
19065,594278892712646603,Spacious 2-Story Modern 4BR  in Brooklyn,280351346,New York,Heather,3,18,08-23-2022,1,332,2019.0,strict,United States,True,958.0,4.0,Entire home/apt,192.0
19066,590372866147671751,Studio 53,18057505,New York,Michael,2,19,09-02-2022,3,335,2006.0,flexible,United States,False,837.0,1.0,Entire home/apt,167.0
19067,594281876479242562,Cozy 3 bedroom TH 35 min drive from Manhattan,76582389,New York,Shirley,1,24,09-04-2022,1,289,2012.0,moderate,United States,False,782.0,4.0,Private room,156.0
19068,590400717792082718,Spacious 2 bed apt in Hell’s kitchen NYC 5 ppl,35412557,New York,Pr,3,24,08-20-2022,1,108,2004.0,flexible,United States,False,384.0,1.0,Private room,77.0
19069,595860558051994910,Cozy & Clean private bedroom in the 💙 of Bushwick,67225718,New York,Patricia,1,14,08-24-2022,1,233,2014.0,moderate,United States,True,91.0,5.0,Private room,18.0
19070,591964679865314050,New Appartment in Central New York 2R,408996132,New York,Andrew,2,14,08-02-2022,4,139,2019.0,flexible,United States,True,668.0,1.0,Private room,134.0
19071,591969184938312703,"lovely 3bedroom getaway w/ 2bath, private parking.",61693856,New York,Freddy,1,22,09-02-2022,1,312,2015.0,moderate,United States,False,1200.0,4.0,Entire home/apt,240.0
19072,594385836516640242,"Beautiful, well-lit rental unit",21455632,New York,Venessa,2,25,08-29-2022,1,125,2015.0,strict,United States,True,768.0,2.0,Entire home/apt,154.0
19073,592058566788888569,"*VIEW*, doorman, spacious 2 bedroom w/views galore",451533261,New York,Alex,4,8,09-05-2022,1,45,2016.0,flexible,United States,False,83.0,1.0,Private room,17.0
19074,595913249604202810,Cozy Studio- Aparment in the Upper East Side.,177767651,New York,Maria,1,15,08-22-2022,1,79,2014.0,flexible,United States,False,765.0,5.0,Private room,153.0
19075,596165065028890644,Private Room Ideal for Travel MD/RN Medical Intern,6843497,New York,J.F.,3,8,07-29-2022,1,59,2012.0,strict,United States,False,808.0,2.0,Private room,162.0
19076,596199042551239622,Bushwick townhouse apartment for 9 guests,452371640,New York,Cristina,1,3,09-04-2022,1,354,2008.0,strict,United States,True,959.0,3.0,Private room,192.0
19077,594397894022042503,⭐️ Cozy 2BR | Brownstone Apt |  Great Location !,452034819,New York,Ricky,2,21,08-28-2022,1,349,2004.0,flexible,United States,False,558.0,4.0,Entire home/apt,112.0
19078,596328264441937500,Right in the heart of Brooklyn,11057321,New York,Karine,5,6,08-13-2022,1,0,2013.0,strict,United States,True,322.0,3.0,Private room,64.0
19079,594426180864963364,Cozy and Comfort Room,435113656,New York,Ali Günhan,1,14,07-16-2022,1,125,2008.0,flexible,United States,False,1161.0,2.0,Entire home/apt,232.0
19080,594430764527683335,"🦋 Brand new, spacious and bright private room",452039185,New York,Andrea,15,6,08-27-2022,3,312,2011.0,moderate,United States,True,1092.0,1.0,Private room,218.0
19081,594578980893404198,"Beautiful, bright room in 3BR/2BA w balcony",27522582,New York,Gabriele,30,3,05-19-2022,2,31,2017.0,moderate,United States,True,384.0,5.0,Private room,77.0
19082,592174108387820078,Lovely Apartment 1-block from Central Park,281923550,New York,Svetlana,55,1,06-27-2022,1,95,2008.0,strict,United States,False,1150.0,4.0,Entire home/apt,230.0
19083,592225270972673470,Spacious 1 Bedroom 20 mins from Downtown BK,169800089,New York,Leandra,1,22,08-31-2022,2,94,2018.0,moderate,United States,False,78.0,3.0,Entire home/apt,16.0
19084,594791050150433308,Modern Room with Private Bathroom,156518698,New York,Hasan,5,20,08-22-2022,1,74,2018.0,flexible,United States,True,246.0,3.0,Private room,49.0
19085,592231928282119554,Cozy 1 Bedroom with a Rooftop.. close to NYC Ferry,54799031,New York,Cristal,1,23,08-28-2022,1,231,2009.0,flexible,United States,False,824.0,2.0,Entire home/apt,165.0
19086,594822356936564664,"Lovely 3bdrm, 2baths with balcony in living area!!",402052525,New York,Aileen,1,9,09-05-2022,1,333,2005.0,moderate,United States,False,434.0,3.0,Entire home/apt,87.0
19087,592573997737825938,NYC Modern Get AwayNear JFK&LGA ✈️ /Casino/Transit,139572572,New York,Zubia,2,19,09-01-2022,4,229,2013.0,moderate,United States,False,452.0,3.0,Private room,90.0
19088,592596359048036744,Loft with Private Garden/4 Beds in Lower East Side,450110348,New York,Vada,2,18,08-23-2022,1,155,2021.0,strict,United States,True,995.0,5.0,Private room,199.0
19089,592679984594951626,SPACIOUS! Entire Unit w/ backyard & shared parking,152599955,New York,Lordan,1,11,08-30-2022,2,297,2016.0,flexible,United States,True,834.0,1.0,Private room,167.0
19090,592695797572579713,Lovely Spacious Cozy Room rental in NYC,450794152,New York,Naomie,1,24,08-16-2022,1,262,2016.0,flexible,United States,False,492.0,1.0,Private room,98.0
19091,592710334419347700,Lovely 3-bedrooms rental apartment in Brooklyn!,115415245,New York,Alejandro,3,12,08-30-2022,1,2,2008.0,strict,United States,False,481.0,1.0,Private room,96.0
19092,596511810816093452,Small cozy room in Studio Apartment,452443129,New York,Evelyn,1,36,08-30-2022,1,144,2013.0,flexible,United States,False,782.0,5.0,Entire home/apt,156.0
19093,596935142036521651,Luxury 1-BR Brownstone near Clinton Hill -Brooklyn,452518213,New York,Susan,2,16,09-05-2022,1,216,2020.0,moderate,United States,False,775.0,3.0,Entire home/apt,155.0
19094,596946485985538229,Beautiful 3 Bedroom that's 2 Blocks From The Beach,81987487,New York,Dave,30,14,08-07-2022,1,345,2011.0,strict,United States,True,248.0,3.0,Entire home/apt,50.0
19095,594895096931762978,Lovely 1 bedroom in the heart of Brooklyn.,3961636,New York,La Toya,30,4,06-24-2022,1,243,2018.0,moderate,United States,False,1051.0,1.0,Private room,210.0
19096,596986224454269512,Private Urban Oasis! 3 BR Condo with Huge Garden,15123868,New York,Brad,4,24,08-22-2022,3,326,2015.0,flexible,United States,True,1135.0,1.0,Entire home/apt,227.0
19097,597000970570120527,Stylish duplex in the heart of Fort Greene Bklyn,20023288,New York,Agata,6,10,08-31-2022,1,186,2015.0,moderate,United States,True,249.0,4.0,Entire home/apt,50.0
19098,592736448808176674,Cute and Cozy Astoria Condo,451677867,New York,Colin,30,1,06-30-2022,1,265,2010.0,moderate,United States,False,259.0,4.0,Entire home/apt,52.0
19099,592755817357492854,Sunny and Beautiful 1 Bedroom in Brooklyn,92813058,New York,Cathy,2,10,09-05-2022,1,17,2010.0,strict,United States,True,206.0,5.0,Private room,41.0
19100,597013333352448220,Bedstuy Bookings,386896345,New York,Trina,2,12,09-01-2022,1,249,2003.0,strict,United States,False,773.0,4.0,Entire home/apt,155.0
19101,594948461474186390,The Franklin Lux Studio on Park Avenue,226931496,New York,Hakeem,1,12,06-27-2022,1,340,2022.0,moderate,United States,True,1082.0,4.0,Private room,216.0
19102,592807382404663065,Entire Rental Unit Lovely 1 Bedroom  in Brooklyn,142716783,New York,Al,1,27,07-28-2022,1,354,2015.0,flexible,United States,True,1134.0,3.0,Private room,227.0
19103,594977987499279648,Private Space w/Deck in Sunny & Spacious UWS Haven,21100276,New York,Cory,7,3,08-29-2022,1,14,2019.0,strict,United States,True,620.0,5.0,Private room,124.0
19104,594978188146529787,Lovely QUEEN Suite in the City :),169584006,New York,Sandy,2,7,08-24-2022,2,324,2012.0,moderate,United States,False,998.0,4.0,Entire home/apt,200.0
19105,597027528927381973,Lovely 2 bdr / full 2 bath on Brighton beach,452546500,New York,Rut,5,2,06-02-2022,1,0,2015.0,moderate,United States,False,908.0,1.0,Entire home/apt,182.0
19106,595183725540841816,Lovely 3 bedroom Apt in upper East side Manhattan,451535871,New York,Mona,4,7,08-31-2022,1,0,2009.0,strict,United States,False,735.0,4.0,Private room,147.0
